Term,es,nes,pval,sidak,fdr,geneset_size,leading_edge,term
Synthesis Of Active Ubiquitin: Roles Of E1 And E2 Enzymes R-HSA-8866652,-0.30043900493946374,-0.7854578471903002,0.4321851757102084,1.0,1.0,11,"UBB,UBE2T,UBE2C,UBE2S,CDC34,UBE2L3,UCHL3",Synthesis Of Active Ubiquitin: Roles Of E1 And E2 Enzymes R-HSA-8866652
Metabolism Of Steroids R-HSA-8957322,-0.2913998882118148,-0.7854052310957265,0.4322160146863592,1.0,1.0,12,"KPNB1,SUMO2,CD163L1,RAN,ACOX2,VDR,UBE2I",Metabolism Of Steroids R-HSA-8957322
SUMOylation Of Chromatin Organization Proteins R-HSA-4551638,-0.4384879725085897,-0.7796040297525912,0.43562398323294405,1.0,1.0,6,"PHC2,NUP188,SUMO2,POM121,HDAC1,UBE2I",SUMOylation Of Chromatin Organization Proteins R-HSA-4551638
Membrane Trafficking R-HSA-199991,0.3044277930794981,0.7772177012680852,0.4370303404142837,1.0,1.0,59,"CTSC,TFG,KIF23,COPS6,KIF20A,VPS52,VAMP8,UBE2Z,PACSIN2,AP4M1",Membrane Trafficking R-HSA-199991
Formation Of Cornified Envelope R-HSA-6809371,-0.4594780219780205,-0.7683596167213279,0.4422735651930838,1.0,1.0,5,"FURIN,CAPNS1,SPRR1B,PKP4,SPRR2D",Formation Of Cornified Envelope R-HSA-6809371
Inhibition Of DNA Recombination At Telomere R-HSA-9670095,-0.3563069982468685,-0.7675386093179312,0.44276134683112756,1.0,1.0,8,"POLR2D,POLR2F,POLR2J,POLR2I",Inhibition Of DNA Recombination At Telomere R-HSA-9670095
Extracellular Matrix Organization R-HSA-1474244,0.33110222924598776,0.7661477865415834,0.44358837201404056,1.0,1.0,26,"SDC1,ITGA6,CTSB,ITGAE,SDC3,CAPN12",Extracellular Matrix Organization R-HSA-1474244
Nonhomologous End-Joining (NHEJ) R-HSA-5693571,0.5323696134076465,0.7658421089340998,0.4437702553539431,1.0,1.0,5,"MDC1,BARD1",Nonhomologous End-Joining (NHEJ) R-HSA-5693571
trans-Golgi Network Vesicle Budding R-HSA-199992,0.44830810844082253,0.7657309220970349,0.4438364239623058,1.0,1.0,8,VAMP8,trans-Golgi Network Vesicle Budding R-HSA-199992
G Alpha (I) Signaling Events R-HSA-418594,-0.17152531764015386,-0.7493821544491865,0.4536269038042522,1.0,1.0,19,"GNG5,GNB1,ITPR3,CALM1,PPP1CA",G Alpha (I) Signaling Events R-HSA-418594
Integration Of Energy Metabolism R-HSA-163685,-0.24845162175521807,-0.7490911347692608,0.4538022779670259,1.0,1.0,14,"GNG5,GNB1,PRKAR2A,GNG12,GNG4,ITPR3,GNAI2,RAPGEF3,STX1A,PPP2CB",Integration Of Energy Metabolism R-HSA-163685
RAC1 GTPase Cycle R-HSA-9013149,-0.231760810831116,-0.7435105735206927,0.45717262239583123,1.0,1.0,15,"PKN1,EPHA2,TMPO,ARHGDIA,SPATA13,SH3BP1,WIPF1,PAK4,YKT6,RACGAP1",RAC1 GTPase Cycle R-HSA-9013149
Interleukin-1 Family Signaling R-HSA-446652,-0.2883924509732521,-0.7431215506731345,0.45740809329523824,1.0,1.0,11,"UBB,PTPN12,PSMB7,PSMD8,IRAK1,PSMA7",Interleukin-1 Family Signaling R-HSA-446652
Opioid Signaling R-HSA-111885,-0.23086211860624178,-0.7413132538449124,0.45850352734089306,1.0,1.0,15,"GNG5,GNB1,PPP1CA,PRKAR2A,GNG12,GNG4,ITPR3,GNAI2,CALM1,CAMK4,PPP2CB",Opioid Signaling R-HSA-111885
Signaling By FGFR In Disease R-HSA-1226099,-0.28619880534151326,-0.7357859911931537,0.46186094790394905,1.0,1.0,11,"POLR2F,LRRFIP1,POLR2I,POLR2D,POLR2J",Signaling By FGFR In Disease R-HSA-1226099
Regulated Necrosis R-HSA-5218859,0.44235119041673854,0.7288332779760746,0.46610365269053844,1.0,1.0,8,"IL1A,FADD,HSP90AA1",Regulated Necrosis R-HSA-5218859
Chromatin Modifying Enzymes R-HSA-3247509,-0.15340825225856464,-0.7276366616455308,0.46683603207319924,1.0,1.0,19,"SUV39H1,KAT7,MRGBP,CCND1,COPRS,TAF10,ELP5",Chromatin Modifying Enzymes R-HSA-3247509
Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807,-0.23534103938816528,-0.7161017060412663,0.4739285504297577,1.0,1.0,14,"LIF,TIMP1,BCL2L1,IL10,CCND1,BIRC5,MCL1",Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807
Signaling By FGFR1 R-HSA-5654736,-0.26929804939688357,-0.7148157054280657,0.4747229292217918,1.0,1.0,12,"UBB,SHC1,PPP2CB,SPRY2,FGFRL1,SPRED2",Signaling By FGFR1 R-HSA-5654736
Uptake And Actions Of Bacterial Toxins R-HSA-5339562,0.47345791183265107,0.7123688682189312,0.47623638828984793,1.0,1.0,7,"SV2A,ANTXR2",Uptake And Actions Of Bacterial Toxins R-HSA-5339562
Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787,-0.44402407378835884,-0.7112164457739358,0.4769501189800087,1.0,1.0,5,"CCND1,E2F1,CCND3,TFDP1",Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787
EPH-Ephrin Signaling R-HSA-2682334,-0.2784406568411939,-0.7108014779749121,0.47720726464042307,1.0,1.0,11,"EPHA2,ARPC1A,ARPC2,AP2S1",EPH-Ephrin Signaling R-HSA-2682334
Transmission Across Chemical Synapses R-HSA-112315,-0.17745488279581864,-0.706497014332461,0.4798791087898715,1.0,1.0,17,"GNG5,GNB1,AP2S1,CALM1,STX1A",Transmission Across Chemical Synapses R-HSA-112315
Vesicle-mediated Transport R-HSA-5653656,0.29689351474932907,0.7028124161459253,0.48217265849756386,1.0,1.0,60,"CTSC,TFG,PAFAH1B2,VPS36,KIF23,COPS6,KIF20A,VPS52,RAB8A,STX10,COL7A1,VAMP8,UBE2Z,PACSIN2,TOR1A,HSP90AA1,AP4M1",Vesicle-mediated Transport R-HSA-5653656
Protein Ubiquitination R-HSA-8852135,-0.2626404984887081,-0.695988486451436,0.48643604018202424,1.0,1.0,12,"UBB,UBE2T,UBE2C,UBE2S,CDC34,UBE2L3,UCHL3",Protein Ubiquitination R-HSA-8852135
Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793,-0.29931474665710517,-0.6934443510757483,0.4880307374448496,1.0,1.0,9,"UBB,WWTR1,FURIN,TFDP1,SMURF2",Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793
Metalloprotease DUBs R-HSA-5689901,0.5165749638647678,0.6864796536645027,0.4924106903326759,1.0,1.0,5,,Metalloprotease DUBs R-HSA-5689901
RHOD GTPase Cycle R-HSA-9013405,-0.37291659831256563,-0.6855195401240264,0.4930161345622499,1.0,1.0,7,"TMPO,EFHD2,ACTN1",RHOD GTPase Cycle R-HSA-9013405
Hedgehog On State R-HSA-5632684,-0.28387657779428754,-0.6841299048374899,0.4938931396224717,1.0,1.0,10,"UBB,PSMB7,PSMD8,SMURF2,PSMA7",Hedgehog On State R-HSA-5632684
L1CAM Interactions R-HSA-373760,-0.1782003766457321,-0.6793741377585472,0.49690083231410553,1.0,1.0,16,"PKN1,AP2B1,ITGB3,CSNK2B,NUMB,AP2S1,KIF4B,ITGA10,LYPLA2,ITGA9",L1CAM Interactions R-HSA-373760
RAB Geranylgeranylation R-HSA-8873719,0.5005694480752279,0.6765212682658804,0.4987097473672084,1.0,1.0,6,"RAB8A,RAB22A",RAB Geranylgeranylation R-HSA-8873719
Biological Oxidations R-HSA-211859,-0.293925397418579,-0.6744295392141715,0.5000382680559756,1.0,1.0,9,"MAT2A,AURKAIP1,PRNP,GSTO1,TRMT112",Biological Oxidations R-HSA-211859
Formation Of Tubulin Folding Intermediates By CCT/TriC R-HSA-389960,-0.40768662229343217,-0.6689336190457534,0.5035378233940349,1.0,1.0,6,"TUBA1B,TUBB,TUBB4B,TUBA1C",Formation Of Tubulin Folding Intermediates By CCT/TriC R-HSA-389960
VEGFA-VEGFR2 Pathway R-HSA-4420097,0.363846271893384,0.6682811883310459,0.5039541190239136,1.0,1.0,16,"MAPK14,HSP90AA1,VEGFA,PTK2",VEGFA-VEGFR2 Pathway R-HSA-4420097
Costimulation By CD28 Family R-HSA-388841,0.5119761194672797,0.663489627196019,0.5070170206195477,1.0,1.0,5,,Costimulation By CD28 Family R-HSA-388841
Regulation Of Insulin Secretion R-HSA-422356,-0.2497283019864775,-0.6628232441162462,0.5074437649635568,1.0,1.0,12,"GNG5,GNB1,PRKAR2A,GNG12,GNG4,ITPR3,GNAI2,RAPGEF3,STX1A",Regulation Of Insulin Secretion R-HSA-422356
Intra-Golgi And Retrograde Golgi-to-ER Traffic R-HSA-6811442,0.3201686325941572,0.6627767362643813,0.5074735551161633,1.0,1.0,21,"KIF20A,UBE2Z,KIF23",Intra-Golgi And Retrograde Golgi-to-ER Traffic R-HSA-6811442
Collagen Formation R-HSA-1474290,0.43165451261755844,0.6626809803854266,0.5075348935056296,1.0,1.0,8,"ITGA6,CTSB,COL6A1",Collagen Formation R-HSA-1474290
G Alpha (12/13) Signaling Events R-HSA-416482,-0.3277276687843405,-0.6623713990266964,0.5077332288185967,1.0,1.0,8,"GNG5,GNB1,GNG12,GNG4,RHOC,ARHGEF2",G Alpha (12/13) Signaling Events R-HSA-416482
"Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824",-0.3272336625948833,-0.6606928553785146,0.5088093065982524,1.0,1.0,8,"ANGPTL4,UBB,FURIN,AP2S1","Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824"
NCAM Signaling For Neurite Out-Growth R-HSA-375165,0.497018868806663,0.6580066496173483,0.5105338582929351,1.0,1.0,6,"PTK2,COL6A1",NCAM Signaling For Neurite Out-Growth R-HSA-375165
Antigen processing-Cross Presentation R-HSA-1236975,-0.2593950383223827,-0.6560529647585707,0.5117900462871487,1.0,1.0,11,"UBB,CTSL,PSMB7,PSMD8,PSMA7",Antigen processing-Cross Presentation R-HSA-1236975
Cellular Response To Hypoxia R-HSA-1234174,-0.3257955962434129,-0.655835243721412,0.5119301372448577,1.0,1.0,8,"PSMD8,UBB,PSMB7,PSMA7",Cellular Response To Hypoxia R-HSA-1234174
Signaling By Hedgehog R-HSA-5358351,-0.20327625685489212,-0.6555109214999446,0.5121388570237595,1.0,1.0,14,"UBB,PSMB7,PSMD8,GSK3B,SMURF2,PSMA7",Signaling By Hedgehog R-HSA-5358351
RHOG GTPase Cycle R-HSA-9013408,-0.32462143042578,-0.6519008951862432,0.5144651073995556,1.0,1.0,8,"EPHA2,PAK4,ARHGDIA,TMPO",RHOG GTPase Cycle R-HSA-9013408
tRNA Processing R-HSA-72306,-0.32424725820137934,-0.650653180307189,0.5152703928251947,1.0,1.0,8,"NUP188,TRMT6,POM121,RPP30,POP7,RAN,TRMT112",tRNA Processing R-HSA-72306
Kinesins R-HSA-983189,0.3966115013672702,0.6480857926881205,0.5169294625106517,1.0,1.0,9,KIF23,Kinesins R-HSA-983189
Negative Regulation Of FGFR4 Signaling R-HSA-5654733,-0.4003950557987806,-0.6445334315006631,0.5192295859469809,1.0,1.0,6,"UBB,SPRY2,PPP2CB",Negative Regulation Of FGFR4 Signaling R-HSA-5654733
Negative Regulation Of FGFR3 Signaling R-HSA-5654732,-0.4003950557987806,-0.6445334315006631,0.5192295859469809,1.0,1.0,6,"UBB,SPRY2,PPP2CB",Negative Regulation Of FGFR3 Signaling R-HSA-5654732
Negative Regulation Of FGFR2 Signaling R-HSA-5654727,-0.4003950557987806,-0.6445334315006631,0.5192295859469809,1.0,1.0,6,"UBB,SPRY2,PPP2CB",Negative Regulation Of FGFR2 Signaling R-HSA-5654727
Spry Regulation Of FGF Signaling R-HSA-1295596,-0.4003950557987806,-0.6445334315006631,0.5192295859469809,1.0,1.0,6,"UBB,SPRY2,PPP2CB",Spry Regulation Of FGF Signaling R-HSA-1295596
Oxidative Stress Induced Senescence R-HSA-2559580,-0.22049766630188647,-0.6437436046745926,0.5197417091007552,1.0,1.0,13,"UBB,MAP2K3,CDKN2D,MAPKAPK2,TFDP1,PHC2",Oxidative Stress Induced Senescence R-HSA-2559580
SLC-mediated Transmembrane Transport R-HSA-425407,-0.2834787324262229,-0.639633572928565,0.5224108505427603,1.0,1.0,9,"SLCO4A1,CALM1,SLC20A1,SLC16A3",SLC-mediated Transmembrane Transport R-HSA-425407
mRNA Capping R-HSA-72086,-0.35799157398995934,-0.6349947399999781,0.5254318455765044,1.0,1.0,7,"POLR2D,POLR2F,POLR2J,POLR2I",mRNA Capping R-HSA-72086
Signaling By FGFR2 IIIa TM R-HSA-8851708,-0.35799157398995934,-0.6349947399999781,0.5254318455765044,1.0,1.0,7,"POLR2D,POLR2F,POLR2J,POLR2I",Signaling By FGFR2 IIIa TM R-HSA-8851708
FGFR2 Alternative Splicing R-HSA-6803529,-0.35799157398995934,-0.6349947399999781,0.5254318455765044,1.0,1.0,7,"POLR2D,POLR2F,POLR2J,POLR2I",FGFR2 Alternative Splicing R-HSA-6803529
FGFR2 Mutant Receptor Activation R-HSA-1839126,-0.35799157398995934,-0.6349947399999781,0.5254318455765044,1.0,1.0,7,"POLR2D,POLR2F,POLR2J,POLR2I",FGFR2 Mutant Receptor Activation R-HSA-1839126
RNA Pol II CTD Phosphorylation And Interaction With CE R-HSA-77075,-0.35799157398995934,-0.6349947399999781,0.5254318455765044,1.0,1.0,7,"POLR2D,POLR2F,POLR2J,POLR2I",RNA Pol II CTD Phosphorylation And Interaction With CE R-HSA-77075
Neutrophil Degranulation R-HSA-6798695,0.3071201734881239,0.633719901276801,0.5262636347069636,1.0,1.0,41,"CTSC,SIGLEC9,MAPK14,CTSB,FCER1G,VAMP8,CHAMP1,RHOF",Neutrophil Degranulation R-HSA-6798695
Regulation Of HSF1-mediated Heat Shock Response R-HSA-3371453,-0.18450069550700693,-0.6324757383299228,0.5270760571337707,1.0,1.0,14,"UBB,RPS19BP1,MAPKAPK2,RPA3,GSK3B,HSBP1",Regulation Of HSF1-mediated Heat Shock Response R-HSA-3371453
Laminin Interactions R-HSA-3000157,0.5052435022345575,0.6299506146544162,0.5287268958842355,1.0,1.0,5,,Laminin Interactions R-HSA-3000157
TP53 Regulates Transcription Of Cell Death Genes R-HSA-5633008,-0.4192916145113486,-0.6254167641060305,0.531697562301241,1.0,1.0,5,"PRELID1,PMAIP1,BIRC5",TP53 Regulates Transcription Of Cell Death Genes R-HSA-5633008
Phosphorylation Of APC/C R-HSA-176412,-0.3545396581400849,-0.6238571661354981,0.5327213928091568,1.0,1.0,7,"PLK1,UBE2C,UBE2S",Phosphorylation Of APC/C R-HSA-176412
Negative Regulation Of FGFR1 Signaling R-HSA-5654726,-0.3537069605016525,-0.621202431417424,0.5344664398698398,1.0,1.0,7,"UBB,SPRY2,PPP2CB",Negative Regulation Of FGFR1 Signaling R-HSA-5654726
Death Receptor Signaling R-HSA-73887,-0.26243403875224725,-0.6207894734074991,0.534738150210126,1.0,1.0,10,"UBB,ARHGDIA,TRAF1,ARHGEF2,IRAK1",Death Receptor Signaling R-HSA-73887
Formation Of Early Elongation Complex R-HSA-113418,-0.31258732550315266,-0.6132699251874798,0.5396978758391602,1.0,1.0,8,"POLR2D,POLR2F,POLR2J,POLR2I",Formation Of Early Elongation Complex R-HSA-113418
Abortive Elongation Of HIV-1 Transcript In Absence Of Tat R-HSA-167242,-0.31258732550315266,-0.6132699251874798,0.5396978758391602,1.0,1.0,8,"POLR2D,POLR2F,POLR2J,POLR2I",Abortive Elongation Of HIV-1 Transcript In Absence Of Tat R-HSA-167242
Metabolism Of Polyamines R-HSA-351202,0.4234392623289186,0.6120236344414041,0.54052212064826,1.0,1.0,8,SMOX,Metabolism Of Polyamines R-HSA-351202
Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851,0.35626179705547145,0.6094479426236271,0.5422275681445545,1.0,1.0,16,"MAPK14,GPR39,RHBDF2,GNG11",Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851
Viral Messenger RNA Synthesis R-HSA-168325,-0.27185641612544376,-0.6042540941018217,0.5456747216058282,1.0,1.0,9,"POLR2F,POLR2A,NUP188,POLR2I,POM121,POLR2D,POLR2J",Viral Messenger RNA Synthesis R-HSA-168325
APC/C:Cdc20 Mediated Degradation Of Cyclin B R-HSA-174048,-0.2711317102264935,-0.6021675673219536,0.5470626020660427,1.0,1.0,9,"CDC20,UBB,UBE2C,UBE2S,CDK1",APC/C:Cdc20 Mediated Degradation Of Cyclin B R-HSA-174048
Ca2+ Pathway R-HSA-4086398,-0.25241938420219917,-0.595440460946851,0.551549086446441,1.0,1.0,10,"GNG5,ITPR3,GNB1,CALM1",Ca2+ Pathway R-HSA-4086398
Positive Epigenetic Regulation Of rRNA Expression R-HSA-5250913,0.3886325248448411,0.5942201106026468,0.5523649036680145,1.0,1.0,9,"BAZ1B,POLR2H,DEK",Positive Epigenetic Regulation Of rRNA Expression R-HSA-5250913
Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957,-0.38394110453221075,-0.5923232419928154,0.5536341551414632,1.0,1.0,6,"TUBB,PFDN2,TUBB4B,TUBA1C",Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957
RNA Polymerase II Pre-transcription Events R-HSA-674695,-0.17661166944930473,-0.5899410777735131,0.5552301532096817,1.0,1.0,13,"POLR2F,POLR2I,SSRP1,POLR2D,TAF10,POLR2J",RNA Polymerase II Pre-transcription Events R-HSA-674695
Activation Of Kainate Receptors Upon Glutamate Binding R-HSA-451326,-0.3417326646141305,-0.5844391686310747,0.5589248808796254,1.0,1.0,7,"GNG5,CALM1,GNB1",Activation Of Kainate Receptors Upon Glutamate Binding R-HSA-451326
MHC Class II Antigen Presentation R-HSA-2132295,0.3616784676628829,0.5810685762437819,0.5611942362385678,1.0,1.0,15,"CTSC,KIF20A,KIF23",MHC Class II Antigen Presentation R-HSA-2132295
Signaling By ERBB4 R-HSA-1236394,-0.37968190845257205,-0.5794872511123459,0.5622604464854455,1.0,1.0,6,"SHC1,UBB",Signaling By ERBB4 R-HSA-1236394
PINK1-PRKN Mediated Mitophagy R-HSA-5205685,-0.40405593395104483,-0.5765107907426801,0.5642699782994005,1.0,1.0,5,"UBB,TOMM5",PINK1-PRKN Mediated Mitophagy R-HSA-5205685
Integrin Cell Surface Interactions R-HSA-216083,0.3851061902700684,0.576295669026443,0.5644153497644311,1.0,1.0,10,ITGA6,Integrin Cell Surface Interactions R-HSA-216083
Degradation Of Extracellular Matrix R-HSA-1474228,-0.29854191634245675,-0.5722458106385135,0.567155455920084,1.0,1.0,8,"COL13A1,CTSL,CAPNS1,FURIN",Degradation Of Extracellular Matrix R-HSA-1474228
Plasma Lipoprotein Clearance R-HSA-8964043,-0.4020226833701129,-0.570232524842037,0.5685199988902427,1.0,1.0,5,"AP2B1,UBB,AP2S1",Plasma Lipoprotein Clearance R-HSA-8964043
VLDLR Internalisation And Degradation R-HSA-8866427,-0.40202268337011293,-0.570232524842037,0.5685199988902427,1.0,1.0,5,"AP2B1,UBB,AP2S1",VLDLR Internalisation And Degradation R-HSA-8866427
EPH-ephrin Mediated Repulsion Of Cells R-HSA-3928665,-0.40200390548258946,-0.5701748241318141,0.5685591297737365,1.0,1.0,5,"EPHA2,AP2S1",EPH-ephrin Mediated Repulsion Of Cells R-HSA-3928665
Mitotic Prophase R-HSA-68875,-0.11965880001605289,-0.5699201219267777,0.56873187651941,1.0,1.0,13,"TMPO,CTDNEP1,CDK1,PLK1,RAB1B,PPP2CB",Mitotic Prophase R-HSA-68875
Global Genome Nucleotide Excision Repair (GG-NER) R-HSA-5696399,0.3820006319560524,0.5686502594537142,0.5695935097317935,1.0,1.0,12,COPS6,Global Genome Nucleotide Excision Repair (GG-NER) R-HSA-5696399
RAC2 GTPase Cycle R-HSA-9013404,-0.2166621285982761,-0.5685887882273681,0.5696352352866267,1.0,1.0,11,"PKN1,EPHA2,TMPO,ARHGDIA,RAC2,PAK4,RACGAP1",RAC2 GTPase Cycle R-HSA-9013404
TP53 Regulates Metabolic Genes R-HSA-5628897,0.4162748353167455,0.5679999000971534,0.5700350357738198,1.0,1.0,8,"SCO2,AGO2",TP53 Regulates Metabolic Genes R-HSA-5628897
RAC3 GTPase Cycle R-HSA-9013423,-0.23898093878441481,-0.5657421588839946,0.5715690714681372,1.0,1.0,10,"PKN1,EPHA2,TMPO,PAK4,YKT6,RACGAP1",RAC3 GTPase Cycle R-HSA-9013423
Signaling By FGFR2 In Disease R-HSA-5655253,-0.25667333635387574,-0.563539882481736,0.5730673103240838,1.0,1.0,9,"POLR2D,POLR2F,POLR2J,POLR2I",Signaling By FGFR2 In Disease R-HSA-5655253
RNA Polymerase II Transcribes snRNA Genes R-HSA-6807505,-0.23745987197431145,-0.5626913012832218,0.5736451086083432,1.0,1.0,10,"POLR2D,POLR2F,POLR2J,POLR2I",RNA Polymerase II Transcribes snRNA Genes R-HSA-6807505
GPER1 Signaling R-HSA-9634597,-0.20978698514934913,-0.5589667955704622,0.5761843815302647,1.0,1.0,11,"GNG5,GNB1,PRKAR2A,GNG12,GNG4,GNAI2,SHC1",GPER1 Signaling R-HSA-9634597
Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530,0.4893058392007124,0.5512328517000558,0.5814740625832342,1.0,1.0,5,,Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530
Notch-HLH Transcription Pathway R-HSA-350054,0.48896926168826604,0.5495823384220443,0.582605875417102,1.0,1.0,5,,Notch-HLH Transcription Pathway R-HSA-350054
Signaling By ERBB2 R-HSA-1227986,-0.288728236629144,-0.5462920140367025,0.5848652248593531,1.0,1.0,8,"SHC1,PTPN12",Signaling By ERBB2 R-HSA-1227986
Transcriptional Regulation By Small RNAs R-HSA-5578749,-0.1851215615328827,-0.5333525194969893,0.5937895783823854,1.0,1.0,11,"POLR2F,POLR2J,POLR2I,POLR2D,RAN",Transcriptional Regulation By Small RNAs R-HSA-5578749
E2F Mediated Regulation Of DNA Replication R-HSA-113510,0.4725974465076549,0.5317619220112585,0.5948908986440622,1.0,1.0,6,SLC25A15,E2F Mediated Regulation Of DNA Replication R-HSA-113510
Selective Autophagy R-HSA-9663891,-0.18040290499712477,-0.5298678841684261,0.5962035345851298,1.0,1.0,11,"CSNK2B,DYNLL1",Selective Autophagy R-HSA-9663891
Nuclear Pore Complex (NPC) Disassembly R-HSA-3301854,0.4846089422602961,0.528250332836533,0.5973255990726121,1.0,1.0,5,CCNB1,Nuclear Pore Complex (NPC) Disassembly R-HSA-3301854
Keratinization R-HSA-6805567,0.40941690249341567,0.5260340420244761,0.5988645547423155,1.0,1.0,8,KRTAP5-1,Keratinization R-HSA-6805567
RHOA GTPase Cycle R-HSA-8980692,-0.1737931034482753,-0.5256456485042782,0.5991344338000504,1.0,1.0,11,"PKN1,TMPO,ARHGDIA,VANGL1,FMNL3,ARAP3,BCAP31,ARHGEF2,YKT6,STK10,RACGAP1",RHOA GTPase Cycle R-HSA-8980692
Signaling To ERKs R-HSA-187687,0.47097913495064303,0.5234808508868866,0.6006396733910013,1.0,1.0,6,"MAPK14,MAPKAPK3",Signaling To ERKs R-HSA-187687
Signaling To RAS R-HSA-167044,0.47097913495064303,0.5234808508868866,0.6006396733910013,1.0,1.0,6,"MAPK14,MAPKAPK3",Signaling To RAS R-HSA-167044
MicroRNA (miRNA) Biogenesis R-HSA-203927,-0.23770640984785854,-0.5216249987262136,0.6019314542016969,1.0,1.0,9,"POLR2F,POLR2J,POLR2I,POLR2D,RAN",MicroRNA (miRNA) Biogenesis R-HSA-203927
Glucose Metabolism R-HSA-70326,-0.1652400737375126,-0.5212138802718101,0.6022177858961106,1.0,1.0,11,"PGP,PKM,SLC37A2",Glucose Metabolism R-HSA-70326
Transcriptional Regulation By RUNX1 R-HSA-8878171,0.304087759948227,0.5185825257862962,0.6040518972588029,1.0,1.0,21,"WDR5,KCTD6",Transcriptional Regulation By RUNX1 R-HSA-8878171
FLT3 Signaling In Disease R-HSA-9682385,-0.38392017536510936,-0.5170837522378042,0.6050976951624774,1.0,1.0,5,"UBB,BCL2L1",FLT3 Signaling In Disease R-HSA-9682385
Regulation Of Ornithine Decarboxylase (ODC) R-HSA-350562,-0.31673313271640174,-0.5166673975629366,0.6053883585759312,1.0,1.0,7,"PSMD8,OAZ1,PSMB7,PSMA7",Regulation Of Ornithine Decarboxylase (ODC) R-HSA-350562
FLT3 Signaling R-HSA-9607240,-0.38371516713834886,-0.5165110848784742,0.6054974989417148,1.0,1.0,5,"SH2B3,UBB",FLT3 Signaling R-HSA-9607240
Downstream Signaling Of Activated FGFR1 R-HSA-5654687,0.4815215673136731,0.5132048857131207,0.6078080087151019,1.0,1.0,5,,Downstream Signaling Of Activated FGFR1 R-HSA-5654687
Eukaryotic Translation Elongation R-HSA-156842,0.2950118871299305,0.510847966469042,0.6094575187697999,1.0,1.0,33,"RPL23,RPL22L1,RPS23,RPL38,RPL30,RPL32,RPL14,EEF1B2,RPL8,RPS25",Eukaryotic Translation Elongation R-HSA-156842
Signal Transduction By L1 R-HSA-445144,-0.31322114718633975,-0.5081640058300843,0.611338331156509,1.0,1.0,7,"PKN1,ITGA9,ITGB3,CSNK2B",Signal Transduction By L1 R-HSA-445144
VEGFR2 Mediated Cell Proliferation R-HSA-5218921,-0.37966091548812697,-0.5053249590662326,0.6133306152412363,1.0,1.0,5,"ITPR3,CALM1",VEGFR2 Mediated Cell Proliferation R-HSA-5218921
Potassium Channels R-HSA-1296071,-0.2698119906435027,-0.5027425843661785,0.6151452656203034,1.0,1.0,8,"GNG5,KCNN4,GNB1",Potassium Channels R-HSA-1296071
Selenoamino Acid Metabolism R-HSA-2408522,0.2946596746699239,0.5015565059316024,0.6159795207210228,1.0,1.0,34,"RPL23,RPL22L1,RPS23,RPL38,INMT,RPL30,RPL32,RPL14,RPL8,RPS25",Selenoamino Acid Metabolism R-HSA-2408522
Signaling By ERBB2 In Cancer R-HSA-1227990,-0.3512067716756521,-0.5014284622581716,0.6160696128403953,1.0,1.0,6,"SHC1,PTPN12",Signaling By ERBB2 In Cancer R-HSA-1227990
Constitutive Signaling By Overexpressed ERBB2 R-HSA-9634285,-0.3512067716756522,-0.5014284622581716,0.6160696128403953,1.0,1.0,6,"SHC1,PTPN12",Constitutive Signaling By Overexpressed ERBB2 R-HSA-9634285
Glucagon-like Peptide-1 (GLP1) Regulates Insulin Secretion R-HSA-381676,-0.19444497236789896,-0.5009899731214926,0.616378179636563,1.0,1.0,10,"GNG5,ITPR3,GNB1",Glucagon-like Peptide-1 (GLP1) Regulates Insulin Secretion R-HSA-381676
COPII-mediated Vesicle Transport R-HSA-204005,0.43438118520295954,0.49249549158375616,0.6223691082862142,1.0,1.0,7,TFG,COPII-mediated Vesicle Transport R-HSA-204005
PI3K/AKT Signaling In Cancer R-HSA-2219528,0.4034510987038665,0.489697723694489,0.6243478128655089,1.0,1.0,8,,PI3K/AKT Signaling In Cancer R-HSA-2219528
Pre-NOTCH Transcription And Translation R-HSA-1912408,0.4334785289166727,0.48748898891299214,0.6259118441006288,1.0,1.0,7,MAML3,Pre-NOTCH Transcription And Translation R-HSA-1912408
Signaling By EGFR In Cancer R-HSA-1643713,-0.26179981046361456,-0.4868848503263032,0.6263399354937897,1.0,1.0,8,"SHC1,TGFA",Signaling By EGFR In Cancer R-HSA-1643713
